threads,time,include_certificates,successful_requests,failed_requests
1,8,true,2118,0
1,8,true,2402,0
1,8,true,2527,0
1,8,true,2335,0
1,8,true,2402,0
1,8,true,2355,0
1,8,true,2347,0
1,8,true,2355,0
1,8,true,2331,0
1,8,true,2392,0
1,8,true,2016,0
1,8,true,2043,0
1,8,true,2226,0
1,8,true,2215,0
1,8,true,2222,0
1,8,true,2238,0
1,8,true,2237,0
1,8,true,2213,0
1,8,true,2248,0
1,8,true,2242,0
1,8,true,2495,0
2,8,true,5116,0
2,8,true,5027,0
2,8,true,5172,0
2,8,true,5138,0
2,8,true,4797,0
2,8,true,4852,0
2,8,true,4882,0
2,8,true,4826,0
2,8,true,4904,0
2,8,true,4840,0
2,8,true,5830,0
2,8,true,5133,0
2,8,true,5389,0
2,8,true,5656,0
2,8,true,5245,0
2,8,true,5498,0
2,8,true,5057,0
2,8,true,4968,0
2,8,true,5058,0
2,8,true,5124,0
2,8,true,5039,0
2,8,true,4882,0
2,8,true,4898,0
2,8,true,4927,0
2,8,true,4919,0
2,8,true,4947,0
2,8,true,5175,0
2,8,true,4957,0
2,8,true,4910,0
2,8,true,4967,0
4,8,true,10756,0
4,8,true,10819,0
4,8,true,10617,0
4,8,true,10492,0
4,8,true,10641,0
4,8,true,10530,0
4,8,true,10342,0
4,8,true,10183,0
4,8,true,10066,0
4,8,true,10110,0
4,8,true,10418,0
4,8,true,10627,0
4,8,true,9939,0
4,8,true,9142,0
4,8,true,9910,0
4,8,true,10035,0
4,8,true,10010,0
4,8,true,9875,0
4,8,true,10162,0
4,8,true,10380,0
4,8,true,10199,0
4,8,true,10264,0
4,8,true,10293,0
4,8,true,11365,0
4,8,true,11166,0
4,8,true,10857,0
4,8,true,11027,0
4,8,true,10967,0
4,8,true,10782,0
4,8,true,10779,0
8,8,true,21914,0
8,8,true,21077,0
8,8,true,20553,0
8,8,true,20029,0
8,8,true,23020,0
8,8,true,21484,0
8,8,true,21959,0
8,8,true,22715,0
8,8,true,21923,0
8,8,true,21880,0
8,8,true,20962,0
8,8,true,20324,0
8,8,true,20531,0
8,8,true,20258,0
8,8,true,20363,0
8,8,true,20942,0
8,8,true,21276,0
8,8,true,21313,0
8,8,true,21130,0
8,8,true,23132,0
8,8,true,22653,0
8,8,true,23249,0
8,8,true,22353,0
8,8,true,23810,0
8,8,true,23183,0
8,8,true,21649,0
8,8,true,22019,0
8,8,true,22550,0
8,8,true,22481,0
8,8,true,21993,0
16,8,true,47010,0
16,8,true,47703,0
16,8,true,46839,0
16,8,true,44061,0
16,8,true,42192,0
16,8,true,41310,0
16,8,true,44280,0
16,8,true,48130,0
16,8,true,47333,0
16,8,true,45691,0
16,8,true,47239,0
16,8,true,47239,0
16,8,true,47428,0
16,8,true,45852,0
16,8,true,42997,0
16,8,true,41603,0
16,8,true,40962,0
16,8,true,45015,0
16,8,true,47632,0
16,8,true,50301,0
16,8,true,47578,0
16,8,true,46486,0
16,8,true,47084,0
16,8,true,48502,0
16,8,true,48518,0
16,8,true,47613,0
16,8,true,46447,0
16,8,true,44717,0
16,8,true,47363,0
16,8,true,47717,0
32,8,true,110403,0
32,8,true,110243,0
32,8,true,110573,0
32,8,true,110351,0
32,8,true,105443,0
32,8,true,88971,0
32,8,true,111750,0
32,8,true,112621,0
32,8,true,110643,0
32,8,true,112602,0
32,8,true,109991,0
32,8,true,99578,0
32,8,true,110487,0
32,8,true,110046,0
32,8,true,103259,0
32,8,true,109812,0
32,8,true,110804,0
32,8,true,109887,0
32,8,true,99788,0
32,8,true,110968,0
32,8,true,109005,0
32,8,true,108879,0
32,8,true,97466,0
32,8,true,110019,0
32,8,true,110764,0
32,8,true,111609,0
32,8,true,96644,0
32,8,true,109329,0
32,8,true,110156,0
32,8,true,112066,0
64,8,true,126682,0
64,8,true,144753,0
64,8,true,145126,0
64,8,true,144577,0
64,8,true,122624,0
64,8,true,146260,0
64,8,true,147100,0
64,8,true,146959,0
64,8,true,122249,0
64,8,true,147018,0
64,8,true,146708,0
64,8,true,146317,0
64,8,true,145116,0
64,8,true,147119,0
64,8,true,146374,0
64,8,true,123588,0
64,8,true,146617,0
64,8,true,146522,0
64,8,true,146696,0
64,8,true,138299,0
64,8,true,145218,0
64,8,true,146886,0
64,8,true,147221,0
64,8,true,133889,0
64,8,true,145987,0
64,8,true,147126,0
64,8,true,146865,0
64,8,true,146364,0
64,8,true,116550,0
64,8,true,146693,0
128,8,true,158417,0
128,8,true,158281,0
128,8,true,142157,0
128,8,true,157157,0
128,8,true,157930,0
128,8,true,157986,0
128,8,true,154877,0
128,8,true,155545,0
128,8,true,157893,0
128,8,true,157854,0
128,8,true,156358,0
128,8,true,115618,0
128,8,true,157905,0
128,8,true,158482,0
128,8,true,159363,0
128,8,true,157326,0
128,8,true,76308,0
128,8,true,139739,0
128,8,true,143059,0
128,8,true,151091,0
128,8,true,154106,0
128,8,true,154131,0
128,8,true,126958,0
128,8,true,154292,0
128,8,true,155122,0
128,8,true,117474,0
128,8,true,156945,0
128,8,true,156323,0
128,8,true,138437,0
128,8,true,158009,0
