threads,time,include_certificates,successful_requests,failed_requests
1,8,false,2772,0
1,8,false,2824,0
1,8,false,2874,0
1,8,false,2868,0
1,8,false,2819,0
1,8,false,2741,0
1,8,false,2773,0
1,8,false,2936,0
1,8,false,2775,0
1,8,false,2860,0
1,8,false,2805,0
1,8,false,2794,0
1,8,false,2774,0
1,8,false,2765,0
1,8,false,2711,0
1,8,false,2667,0
1,8,false,2725,0
1,8,false,2762,0
1,8,false,2681,0
1,8,false,2807,0
1,8,false,2840,0
1,8,false,2833,0
1,8,false,2690,0
1,8,false,2778,0
1,8,false,2809,0
1,8,false,2789,0
1,8,false,2719,0
1,8,false,2865,0
1,8,false,2744,0
1,8,false,2732,0
2,8,false,6101,0
2,8,false,6112,0
2,8,false,6137,0
2,8,false,6401,0
2,8,false,6157,0
2,8,false,5904,0
2,8,false,5985,0
2,8,false,5963,0
2,8,false,5843,0
2,8,false,5950,0
2,8,false,6004,0
2,8,false,6172,0
2,8,false,6150,0
2,8,false,6053,0
2,8,false,5980,0
2,8,false,6072,0
2,8,false,5933,0
2,8,false,6042,0
2,8,false,5793,0
2,8,false,5820,0
2,8,false,5923,0
2,8,false,6105,0
2,8,false,5764,0
2,8,false,5930,0
2,8,false,6039,0
2,8,false,5977,0
2,8,false,6084,0
2,8,false,5797,0
2,8,false,5915,0
2,8,false,5866,0
4,8,false,12672,0
4,8,false,13022,0
4,8,false,13479,0
4,8,false,12852,0
4,8,false,13037,0
4,8,false,12279,0
4,8,false,12828,0
4,8,false,13406,0
4,8,false,12862,0
4,8,false,12811,0
4,8,false,12862,0
4,8,false,13286,0
4,8,false,13526,0
4,8,false,13041,0
4,8,false,12998,0
4,8,false,13094,0
4,8,false,12827,0
4,8,false,13125,0
4,8,false,13178,0
4,8,false,13065,0
4,8,false,12917,0
4,8,false,13018,0
4,8,false,13203,0
4,8,false,13423,0
4,8,false,13229,0
4,8,false,13069,0
4,8,false,12695,0
4,8,false,12736,0
4,8,false,12872,0
4,8,false,12723,0
8,8,false,27053,0
8,8,false,26739,0
8,8,false,28591,0
8,8,false,28522,0
8,8,false,28809,0
8,8,false,28182,0
8,8,false,27921,0
8,8,false,27772,0
8,8,false,26845,0
8,8,false,26768,0
8,8,false,26519,0
8,8,false,27027,0
8,8,false,27234,0
8,8,false,27567,0
8,8,false,26590,0
8,8,false,27289,0
8,8,false,27472,0
8,8,false,27295,0
8,8,false,27200,0
8,8,false,26957,0
8,8,false,27176,0
8,8,false,26503,0
8,8,false,25402,0
8,8,false,27145,0
8,8,false,27785,0
8,8,false,28367,0
8,8,false,29838,0
8,8,false,27208,0
8,8,false,28431,0
8,8,false,27433,0
16,8,false,61972,0
16,8,false,62360,0
16,8,false,61406,0
16,8,false,62822,0
16,8,false,61133,0
16,8,false,59706,0
16,8,false,61143,0
16,8,false,61409,0
16,8,false,60533,0
16,8,false,62282,0
16,8,false,61108,0
16,8,false,61698,0
16,8,false,62395,0
16,8,false,61082,0
16,8,false,60112,0
16,8,false,63877,0
16,8,false,62353,0
16,8,false,63487,0
16,8,false,59790,0
16,8,false,63403,0
16,8,false,61225,0
16,8,false,60430,0
16,8,false,62298,0
16,8,false,60309,0
16,8,false,63566,0
16,8,false,61410,0
16,8,false,61968,0
16,8,false,61554,0
16,8,false,58358,0
16,8,false,62024,0
32,8,false,134658,0
32,8,false,138524,0
32,8,false,138024,0
32,8,false,138212,0
32,8,false,138057,0
32,8,false,137493,0
32,8,false,141987,0
32,8,false,136844,0
32,8,false,136239,0
32,8,false,137960,0
32,8,false,142133,0
32,8,false,136652,0
32,8,false,137242,0
32,8,false,143069,0
32,8,false,137106,0
32,8,false,137342,0
32,8,false,141936,0
32,8,false,134343,0
32,8,false,142585,0
32,8,false,135184,0
32,8,false,142535,0
32,8,false,134799,0
32,8,false,141850,0
32,8,false,133232,0
32,8,false,142155,0
32,8,false,133512,0
32,8,false,141840,0
32,8,false,132658,0
32,8,false,142003,0
32,8,false,132705,0
64,8,false,174166,0
64,8,false,161183,0
64,8,false,174334,0
64,8,false,161129,0
64,8,false,173807,0
64,8,false,161212,0
64,8,false,173671,0
64,8,false,166402,0
64,8,false,174351,0
64,8,false,174187,0
64,8,false,157366,0
64,8,false,175553,0
64,8,false,158745,0
64,8,false,174684,0
64,8,false,173797,0
64,8,false,157172,0
64,8,false,174695,0
64,8,false,158461,0
64,8,false,175924,0
64,8,false,174441,0
64,8,false,155633,0
64,8,false,173134,0
64,8,false,174514,0
64,8,false,155226,0
64,8,false,173857,0
64,8,false,174064,0
64,8,false,154813,0
64,8,false,173341,0
64,8,false,174221,0
64,8,false,154076,0
128,8,false,189267,0
128,8,false,189800,0
128,8,false,158841,0
128,8,false,191751,0
128,8,false,190842,0
128,8,false,183377,0
128,8,false,190931,0
128,8,false,190550,0
128,8,false,181949,0
128,8,false,190969,0
128,8,false,190532,0
128,8,false,190254,0
128,8,false,154734,0
128,8,false,190302,0
128,8,false,190903,0
128,8,false,177566,0
128,8,false,190242,0
128,8,false,190145,0
128,8,false,190795,0
128,8,false,158132,0
128,8,false,191051,0
128,8,false,190896,0
128,8,false,192262,0
128,8,false,155290,0
128,8,false,188012,0
128,8,false,190620,0
128,8,false,189455,0
128,8,false,174173,0
128,8,false,188245,0
128,8,false,190842,0
1,8,true,2234,0
1,8,true,2320,0
1,8,true,2304,0
1,8,true,2621,0
1,8,true,2418,0
1,8,true,2462,0
1,8,true,2414,0
1,8,true,2301,0
1,8,true,2588,0
