threads,time,include_certificates,successful_requests,failed_requests
8,8,false,27223,0
8,8,false,24818,0
8,8,false,24726,0
8,8,false,24778,0
8,8,false,23852,0
8,8,false,26821,0
8,8,false,27493,0
8,8,false,27124,0
8,8,false,27971,0
8,8,false,27320,0
8,8,false,27684,0
8,8,false,27423,0
8,8,false,28367,0
8,8,false,25233,0
8,8,false,25972,0
8,8,false,26106,0
8,8,false,27508,0
8,8,false,28133,0
8,8,false,27762,0
8,8,false,28709,0
8,8,false,28576,0
8,8,false,29317,0
8,8,false,28316,0
8,8,false,28003,0
8,8,false,27162,0
8,8,false,27399,0
8,8,false,25073,0
8,8,false,27542,0
16,8,false,68963,0
16,8,false,63951,0
16,8,false,63666,0
16,8,false,63297,0
16,8,false,58130,0
16,8,false,56527,0
16,8,false,56245,0
16,8,false,56355,0
16,8,false,57693,0
16,8,false,57375,0
16,8,false,62617,0
16,8,false,63575,0
16,8,false,63865,0
16,8,false,61978,0
16,8,false,63139,0
16,8,false,62023,0
16,8,false,62619,0
16,8,false,62012,0
16,8,false,59916,0
16,8,false,56314,0
16,8,false,60749,0
16,8,false,62477,0
16,8,false,62428,0
16,8,false,62986,0
16,8,false,62331,0
16,8,false,63059,0
16,8,false,58669,0
16,8,false,62945,0
16,8,false,62094,0
16,8,false,61757,0
32,8,false,139408,0
32,8,false,131533,0
32,8,false,94992,0
32,8,false,150575,0
32,8,false,132160,0
32,8,false,136802,0
32,8,false,136572,0
32,8,false,126817,0
32,8,false,133476,0
32,8,false,137363,0
32,8,false,139686,0
32,8,false,136665,0
32,8,false,40131,0
32,8,false,118442,0
32,8,false,133391,0
32,8,false,143263,0
32,8,false,149083,0
32,8,false,131088,0
32,8,false,88233,0
32,8,false,141553,0
32,8,false,141722,0
32,8,false,145085,0
32,8,false,134651,0
32,8,false,143801,0
32,8,false,135051,0
32,8,false,143478,0
32,8,false,140170,0
32,8,false,142562,0
32,8,false,144285,0
32,8,false,133080,0
64,8,false,174931,0
64,8,false,161420,0
64,8,false,175352,0
64,8,false,175011,0
64,8,false,159364,0
64,8,false,173856,0
64,8,false,160649,0
64,8,false,175233,0
64,8,false,174354,0
64,8,false,158951,0
64,8,false,174839,0
64,8,false,172213,0
64,8,false,172999,0
64,8,false,174652,0
64,8,false,158629,0
64,8,false,174185,0
64,8,false,174534,0
64,8,false,157592,0
64,8,false,176473,0
64,8,false,177635,0
64,8,false,162547,0
64,8,false,177425,0
64,8,false,178305,0
64,8,false,170780,0
64,8,false,177558,0
64,8,false,178914,0
64,8,false,175969,0
64,8,false,179195,0
64,8,false,179506,0
64,8,false,178428,0
128,8,false,161403,0
128,8,false,191874,0
128,8,false,191105,0
128,8,false,175009,0
128,8,false,187569,0
128,8,false,182299,0
128,8,false,173912,0
128,8,false,189876,0
128,8,false,190355,0
128,8,false,173022,0
128,8,false,190652,0
128,8,false,190422,0
128,8,false,174538,0
128,8,false,190368,0
128,8,false,190968,0
128,8,false,174232,0
128,8,false,191276,0
128,8,false,191187,0
128,8,false,177683,0
128,8,false,190284,0
128,8,false,191073,0
128,8,false,188847,0
128,8,false,191102,0
128,8,false,192099,0
128,8,false,191583,0
128,8,false,163812,0
128,8,false,192144,0
128,8,false,191481,0
128,8,false,178304,0
128,8,false,191784,0
1,8,true,2346,0
1,8,true,2365,0
1,8,true,2348,0
1,8,true,2356,0
1,8,true,2418,0
1,8,true,2390,0
1,8,true,2388,0
1,8,true,2364,0
1,8,true,2401,0
1,8,true,2418,0
1,8,true,2068,0
1,8,true,2233,0
1,8,true,2373,0
1,8,true,2322,0
1,8,true,2273,0
1,8,true,2297,0
1,8,true,2188,0
1,8,true,2246,0
1,8,true,2225,0
1,8,true,2512,0
1,8,true,2031,0
1,8,true,1980,0
1,8,true,2154,0
1,8,true,2199,0
1,8,true,2233,0
1,8,true,2247,0
1,8,true,2198,0
1,8,true,2216,0
1,8,true,2235,0
1,8,true,2296,0
2,8,true,5449,0
2,8,true,5136,0
2,8,true,5060,0
2,8,true,5072,0
2,8,true,4700,0
2,8,true,4667,0
2,8,true,4770,0
2,8,true,4999,0
2,8,true,4721,0
2,8,true,4914,0
2,8,true,5163,0
2,8,true,5271,0
2,8,true,5143,0
2,8,true,5069,0
2,8,true,5028,0
2,8,true,5054,0
2,8,true,5144,0
2,8,true,5142,0
2,8,true,5133,0
2,8,true,5168,0
2,8,true,5225,0
2,8,true,5347,0
2,8,true,5096,0
2,8,true,5198,0
2,8,true,5099,0
2,8,true,5136,0
2,8,true,5018,0
2,8,true,5071,0
2,8,true,5102,0
2,8,true,5041,0
4,8,true,10543,0
4,8,true,10732,0
4,8,true,11085,0
4,8,true,11443,0
4,8,true,11049,0
4,8,true,11111,0
4,8,true,11147,0
4,8,true,10569,0
4,8,true,10526,0
4,8,true,10270,0
4,8,true,10082,0
4,8,true,9926,0
4,8,true,11191,0
4,8,true,10797,0
4,8,true,10668,0
4,8,true,10665,0
4,8,true,10635,0
4,8,true,10712,0
4,8,true,10727,0
4,8,true,11107,0
4,8,true,10896,0
4,8,true,10704,0
4,8,true,10144,0
4,8,true,10738,0
4,8,true,10557,0
4,8,true,10586,0
4,8,true,11076,0
4,8,true,10777,0
4,8,true,10744,0
4,8,true,10486,0
8,8,true,22095,0
8,8,true,22832,0
8,8,true,21391,0
8,8,true,22519,0
8,8,true,22037,0
8,8,true,22819,0
8,8,true,22660,0
8,8,true,23555,0
8,8,true,23653,0
8,8,true,23473,0
8,8,true,22057,0
8,8,true,21600,0
8,8,true,21524,0
8,8,true,21873,0
8,8,true,24064,0
8,8,true,23293,0
8,8,true,23798,0
8,8,true,23890,0
8,8,true,24658,0
8,8,true,23907,0
8,8,true,24036,0
8,8,true,23225,0
8,8,true,22104,0
8,8,true,21574,0
8,8,true,21624,0
8,8,true,23224,0
8,8,true,23171,0
8,8,true,22815,0
8,8,true,23101,0
8,8,true,22731,0
16,8,true,48795,0
16,8,true,47254,0
16,8,true,48655,0
16,8,true,42820,0
16,8,true,43385,0
16,8,true,50129,0
16,8,true,48663,0
16,8,true,47942,0
16,8,true,48362,0
16,8,true,48029,0
16,8,true,49839,0
16,8,true,45103,0
16,8,true,50283,0
16,8,true,49984,0
16,8,true,50505,0
16,8,true,49748,0
16,8,true,48320,0
16,8,true,46947,0
16,8,true,48618,0
16,8,true,44610,0
16,8,true,49798,0
16,8,true,47876,0
16,8,true,49304,0
16,8,true,49107,0
16,8,true,47186,0
16,8,true,47649,0
16,8,true,47148,0
16,8,true,46181,0
16,8,true,49820,0
16,8,true,48011,0
32,8,true,110814,0
32,8,true,109989,0
32,8,true,101942,0
32,8,true,112633,0
32,8,true,113161,0
32,8,true,111837,0
32,8,true,98964,0
32,8,true,115798,0
32,8,true,116604,0
32,8,true,112072,0
32,8,true,115581,0
32,8,true,119363,0
32,8,true,111441,0
32,8,true,113778,0
32,8,true,116257,0
32,8,true,114382,0
32,8,true,104422,0
32,8,true,115249,0
32,8,true,114938,0
32,8,true,104123,0
32,8,true,111767,0
32,8,true,112719,0
32,8,true,115463,0
32,8,true,108373,0
32,8,true,110743,0
32,8,true,111941,0
32,8,true,115180,0
32,8,true,106138,0
32,8,true,111534,0
32,8,true,113835,0
64,8,true,138078,0
64,8,true,149414,0
64,8,true,148415,0
64,8,true,149000,0
64,8,true,127103,0
64,8,true,149459,0
64,8,true,149044,0
64,8,true,131714,0
64,8,true,147796,0
64,8,true,148622,0
64,8,true,148945,0
64,8,true,127886,0
64,8,true,148170,0
64,8,true,148504,0
64,8,true,148660,0
64,8,true,125777,0
64,8,true,148721,0
64,8,true,148934,0
64,8,true,147981,0
64,8,true,125956,0
64,8,true,147709,0
64,8,true,148767,0
64,8,true,148396,0
64,8,true,131424,0
64,8,true,148275,0
64,8,true,148725,0
64,8,true,148150,0
64,8,true,144415,0
64,8,true,145935,0
64,8,true,147297,0
128,8,true,161574,0
128,8,true,157154,0
128,8,true,160389,0
128,8,true,161610,0
128,8,true,160605,0
128,8,true,158473,0
128,8,true,118009,0
128,8,true,162177,0
128,8,true,161281,0
128,8,true,160589,0
128,8,true,141979,0
128,8,true,159831,0
128,8,true,161926,0
128,8,true,161470,0
128,8,true,162345,0
128,8,true,125219,0
128,8,true,161993,0
128,8,true,161631,0
128,8,true,162076,0
128,8,true,160851,0
128,8,true,143639,0
128,8,true,155890,0
128,8,true,155617,0
128,8,true,158055,0
128,8,true,158796,0
128,8,true,145306,0
128,8,true,156401,0
128,8,true,158872,0
128,8,true,157979,0
128,8,true,157327,0
