f,radius,time,bitstring_count
0.250000,10,0.006342,6
0.250000,10,0.006422,10
0.250000,10,0.005825,8
0.250000,10,0.006224,6
0.250000,10,0.006412,10
0.250000,10,0.006498,10
0.250000,10,0.006879,10
0.250000,10,0.006629,6
0.250000,10,0.006770,6
0.250000,10,0.006653,10
0.250000,10,0.006684,9
0.250000,10,0.006605,10
0.250000,10,0.006177,8
0.250000,10,0.006231,8
0.250000,10,0.006373,10
0.250000,10,0.006575,7
0.250000,10,0.006504,8
0.250000,10,0.007303,8
0.250000,10,0.006241,10
0.250000,10,0.006463,6
0.250000,10,0.006486,9
0.250000,10,0.006316,6
0.250000,10,0.006358,10
0.250000,10,0.014944,8
0.250000,10,0.006115,7
0.250000,10,0.006090,6
0.250000,10,0.006301,8
0.250000,10,0.006515,8
0.250000,10,0.006325,10
0.250000,10,0.006307,9
0.250000,10,0.006204,8
0.250000,10,0.006400,9
0.250000,10,0.006248,9
0.250000,10,0.006186,6
0.250000,10,0.006137,7
0.250000,10,0.006260,10
0.250000,10,0.006232,6
0.250000,10,0.006099,6
0.250000,10,0.006372,10
0.250000,10,0.006330,9
0.250000,10,0.006431,8
0.250000,10,0.006518,6
0.250000,10,0.006180,6
0.250000,10,0.006296,10
0.250000,10,0.006264,10
0.250000,10,0.006607,8
0.250000,10,0.006322,8
0.250000,10,0.006242,7
0.250000,10,0.006102,6
0.250000,10,0.006245,8
0.250000,10,0.006344,9
0.250000,10,0.009538,10
0.250000,10,0.006338,9
0.250000,10,0.006222,9
0.250000,10,0.006204,8
0.250000,10,0.006542,8
0.250000,10,0.006277,10
0.250000,10,0.037944,9
0.250000,10,0.006395,8
0.250000,10,0.006393,9
0.250000,10,0.006301,9
0.250000,10,0.006388,8
0.250000,10,0.006134,6
0.250000,10,0.033758,10
0.250000,10,0.006569,9
0.250000,10,0.006267,9
0.250000,10,0.013404,8
0.250000,10,0.006228,9
0.250000,10,0.006449,8
0.250000,10,0.006210,9
0.250000,10,0.008714,8
0.250000,10,0.006395,10
0.250000,10,0.006478,6
0.250000,10,0.006349,9
0.250000,10,0.006179,6
0.250000,10,0.006283,9
0.250000,10,0.006248,10
0.250000,10,0.008631,6
0.250000,10,0.006146,8
0.250000,10,0.006319,9
0.250000,10,0.006292,7
0.250000,10,0.006480,6
0.250000,10,0.006336,9
0.250000,10,0.008755,6
0.250000,10,0.006235,6
0.250000,10,0.006288,8
0.250000,10,0.006310,9
0.125000,10,0.006566,15
0.125000,10,0.006417,12
0.125000,10,0.006473,12
0.125000,10,0.034832,13
0.125000,10,0.006711,13
0.125000,10,0.007098,15
0.125000,10,0.007118,16
0.125000,10,0.006655,15
0.125000,10,0.038211,13
0.125000,10,0.006566,15
0.125000,10,0.006537,15
0.125000,10,0.006478,13
0.125000,10,0.006591,13
0.125000,10,0.006244,12
0.125000,10,0.009112,16
0.125000,10,0.006442,13
0.125000,10,0.006892,12
0.125000,10,0.006487,14
0.125000,10,0.007031,16
0.125000,10,0.006663,16
0.125000,10,0.006339,12
0.125000,10,0.009059,12
0.125000,10,0.007036,16
0.125000,10,0.006689,13
0.125000,10,0.006539,16
0.125000,10,0.006497,11
0.125000,10,0.006466,14
0.125000,10,0.006820,16
0.125000,10,0.009162,13
0.125000,10,0.007483,13
0.125000,10,0.006594,14
0.125000,10,0.006577,15
0.125000,10,0.006406,12
0.125000,10,0.006490,13
0.125000,10,0.006440,12
0.125000,10,0.009159,14
0.125000,10,0.006445,14
0.125000,10,0.006908,12
0.125000,10,0.006359,9
0.125000,10,0.006489,13
0.125000,10,0.006550,13
0.125000,10,0.041448,16
0.125000,10,0.006890,14
0.125000,10,0.006611,13
0.125000,10,0.006571,15
0.125000,10,0.006715,13
0.125000,10,0.006487,11
0.125000,10,0.009026,13
0.125000,10,0.006581,15
0.125000,10,0.006544,12
0.125000,10,0.006331,9
0.125000,10,0.006480,16
0.125000,10,0.006489,14
0.125000,10,0.009507,14
0.125000,10,0.006422,12
0.125000,10,0.006319,9
0.125000,10,0.006601,16
0.125000,10,0.006643,16
0.125000,10,0.006392,13
0.125000,10,0.007313,13
0.125000,10,0.008814,10
0.125000,10,0.006399,12
0.125000,10,0.006468,13
0.125000,10,0.006531,12
0.125000,10,0.006597,16
0.125000,10,0.006268,12
0.125000,10,0.006460,13
0.125000,10,0.009149,14
0.125000,10,0.007449,13
0.125000,10,0.006688,16
0.125000,10,0.006429,12
0.125000,10,0.006441,14
0.125000,10,0.006658,14
0.125000,10,0.006573,12
0.125000,10,0.032682,14
0.125000,10,0.006344,9
0.125000,10,0.006456,14
0.125000,10,0.009890,14
0.125000,10,0.006435,12
0.125000,10,0.038570,13
0.125000,10,0.008907,13
0.125000,10,0.006722,13
0.125000,10,0.006382,12
0.125000,10,0.006498,14
0.125000,10,0.006688,16
0.125000,10,0.006363,12
0.125000,10,0.009583,14
0.125000,10,0.006234,11
0.125000,10,0.006421,14
0.125000,10,0.006536,16
0.125000,10,0.006321,10
0.125000,10,0.006459,11
0.125000,10,0.006441,13
