num_threads,time_s,query_radius_m,executed_queries,result_count
16,8,10,126900,10604961
16,8,10,123533,10300800
16,8,10,118838,9927438
16,8,10,127757,10670967
16,8,10,125059,10442663
16,8,10,121480,10146254
16,8,10,129354,10802150
16,8,10,121056,10102454
16,8,10,121796,10172843
16,8,10,127819,10668633
16,8,10,117654,9824421
16,8,10,120241,10040887
16,8,10,121751,10177299
16,8,10,119660,9989534
16,8,10,123183,10286063
16,8,10,127920,10688721
16,8,10,127715,10664752
16,8,10,128230,10713325
16,8,10,127554,10644988
16,8,10,126672,10579225
16,8,10,118853,9930445
16,8,10,126540,10566175
32,8,10,195072,16293676
32,8,10,196513,16412649
32,8,10,195071,16297209
32,8,10,197959,16544866
32,8,10,194874,16280002
32,8,10,194504,16250101
32,8,10,193845,16180012
32,8,10,193467,16165461
32,8,10,194411,16227999
32,8,10,192048,16050161
32,8,10,194184,16215190
32,8,10,193701,16188976
32,8,10,191265,15974201
32,8,10,191872,16031725
32,8,10,194146,16218820
32,8,10,195492,16327079
32,8,10,193343,16157471
32,8,10,194911,16277129
32,8,10,199159,16637895
32,8,10,190018,15875591
32,8,10,192732,16106086
32,8,10,195671,16326865
32,8,10,192980,16131878
32,8,10,194207,16223986
32,8,10,191650,15993820
32,8,10,192437,16073557
32,8,10,193317,16147762
32,8,10,193218,16151077
32,8,10,194964,16286084
32,8,10,198099,16558750
64,8,10,279862,23298203
64,8,10,279825,23292738
64,8,10,277486,23096874
64,8,10,276554,23026689
64,8,10,277500,23099849
64,8,10,280935,23380705
64,8,10,279529,23261850
64,8,10,277948,23127157
64,8,10,279360,23261021
64,8,10,278657,23192481
64,8,10,277421,23088647
64,8,10,277737,23111747
64,8,10,280428,23343549
64,8,10,280965,23374036
64,8,10,280176,23324269
64,8,10,278722,23204643
64,8,10,278712,23205548
64,8,10,276859,23043325
64,8,10,278745,23198950
64,8,10,278463,23177847
64,8,10,280223,23334763
64,8,10,279905,23301279
64,8,10,280131,23314002
64,8,10,279811,23285912
64,8,10,277758,23129452
64,8,10,280683,23360625
64,8,10,278713,23191732
64,8,10,280072,23303148
64,8,10,277118,23066841
64,8,10,276967,23049267
128,8,10,264049,22101658
128,8,10,264026,22091056
128,8,10,265686,22236129
128,8,10,266640,22313086
128,8,10,266743,22307571
128,8,10,265438,22200581
128,8,10,264199,22103209
128,8,10,264411,22116942
128,8,10,265268,22192105
128,8,10,264063,22104142
128,8,10,264291,22117505
128,8,10,262740,22000886
128,8,10,262544,21981225
128,8,10,263738,22075576
128,8,10,266383,22288230
128,8,10,266280,22276738
128,8,10,264824,22150537
128,8,10,264610,22150382
128,8,10,266014,22264147
128,8,10,264383,22121114
128,8,10,263786,22070774
128,8,10,265195,22187710
128,8,10,265295,22210226
128,8,10,265633,22221079
128,8,10,264911,22176908
128,8,10,265752,22235690
128,8,10,266087,22259199
128,8,10,264865,22160555
128,8,10,263377,22064838
128,8,10,263558,22048033
