num_threads,time_s,query_radius_m,executed_queries,result_count
32,8,10,163592,11988835
32,8,10,167692,12288779
32,8,10,163048,11950567
32,8,10,167390,12258582
32,8,10,166050,12164465
32,8,10,166366,12188149
32,8,10,166744,12222480
32,8,10,163488,11982509
32,8,10,163788,12002099
32,8,10,165307,12113599
32,8,10,165306,12106862
32,8,10,163467,11979711
32,8,10,162795,11927150
32,8,10,166974,12236711
32,8,10,164949,12081887
32,8,10,164917,12083449
32,8,10,164627,12065440
32,8,10,163539,11983712
32,8,10,165731,12137240
64,8,10,211051,15490452
64,8,10,210726,15473224
64,8,10,208274,15280497
64,8,10,207643,15239642
64,8,10,208670,15316534
64,8,10,208358,15291750
64,8,10,209126,15354584
64,8,10,210641,15460436
64,8,10,207413,15220913
64,8,10,210663,15466362
64,8,10,208128,15279191
64,8,10,209317,15360589
64,8,10,209794,15397108
64,8,10,210867,15473371
64,8,10,209686,15386739
64,8,10,210224,15431905
64,8,10,208805,15331100
64,8,10,209698,15396874
64,8,10,208879,15329272
64,8,10,209637,15385214
64,8,10,208350,15293056
64,8,10,210294,15433851
64,8,10,210473,15444335
64,8,10,208349,15292993
64,8,10,210356,15440560
64,8,10,207853,15257089
64,8,10,210502,15452114
64,8,10,208490,15306252
64,8,10,208959,15345935
64,8,10,210895,15483557
128,8,10,214875,15701508
128,8,10,215810,15774175
128,8,10,215871,15767177
128,8,10,215296,15731281
128,8,10,215546,15748911
128,8,10,215976,15782490
128,8,10,215501,15746998
128,8,10,215513,15752097
128,8,10,216075,15794439
128,8,10,215241,15730989
128,8,10,216563,15833434
128,8,10,216572,15831922
128,8,10,215460,15739356
128,8,10,215545,15755362
128,8,10,216032,15784970
128,8,10,215661,15769895
128,8,10,215361,15727223
128,8,10,216935,15854069
128,8,10,215385,15736700
128,8,10,216519,15827278
128,8,10,215418,15748576
128,8,10,216358,15808321
128,8,10,216157,15803119
128,8,10,215094,15720599
128,8,10,215017,15704469
128,8,10,214061,15647837
128,8,10,216251,15800482
128,8,10,214970,15700187
128,8,10,214931,15703297
128,8,10,216653,15832357
